title,bias_score,reliability_score,article_url,adfontes_url,date,outlet,outlet_story_count
"Gettr CEO Says Twitter Blocking Tweet Imports, Suggests That Makes It a Publisher",1.0,42.0,https://www.newsweek.com/gettr-ceo-says-twitter-blocking-tweet-imports-suggests-that-makes-it-publisher-1608577,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-07-10,www.newsweek.com,25
Mo Brooks Delivers CPAC Speech Reminiscent of 1/6 Address: 'Are You Willing to Fight?',-3.33,42.67,https://www.newsweek.com/mo-brooks-delivers-cpac-speech-reminiscent-1-6-address-are-you-willing-fight-1608579,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-07-10,www.newsweek.com,25
Congress Should Apply Public Accommodation Laws to Big Tech | Opinion,4.33,35.33,https://www.newsweek.com/congress-should-apply-public-accommodation-laws-big-tech-opinion-1608038,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-07-09,www.newsweek.com,25
Mike Lindell Says 'God's Had His Hand' In Effort to Overturn 2020 Election,-7.67,41.0,https://www.newsweek.com/mike-lindell-says-gods-had-his-hand-effort-overturn-2020-election-1610808,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-07-18,www.newsweek.com,25
"Mayor Defends Using Campaign Funds on Daughter's Wedding, Argues It Doubled as Campaign Event",-0.67,46.67,https://www.newsweek.com/mayor-defends-using-campaign-funds-daughters-wedding-argues-it-doubled-campaign-event-1608561,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-07-10,www.newsweek.com,25
Bill Cassidy Blames White House 'Partisan Statements' for Vaccine Mistrust in His State,8.33,37.0,https://www.newsweek.com/bill-cassidy-blames-white-house-partisan-statements-vaccine-mistrust-his-state-1610822,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-07-18,www.newsweek.com,25
"U.S., Israel Walk Out of United Nations Meeting After Zionism Likened to Racism",-3.0,45.0,https://www.newsweek.com/us-israel-walk-out-united-nations-meeting-after-zionism-likened-racism-1631589,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-09-22,www.newsweek.com,25
Charlie Kirk Brands Simone Biles 'Shame to the Country' After Olympics Exit,-0.67,41.0,https://www.newsweek.com/charlie-kirk-brands-simone-biles-shame-country-after-olympics-exit-1613809,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-07-28,www.newsweek.com,25
"Joe Biden Says GOP Lawmakers Have Finally 'Seen the Lord,' Embraced COVID Vaccines",-7.0,41.0,https://www.newsweek.com/joe-biden-says-gop-lawmakers-have-finally-seen-lord-embraced-covid-vaccines-1612784,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-07-24,www.newsweek.com,25
"On Two-Year Anniversary of Mueller Testimony, Trump's World Looks Very Different",-8.67,38.0,https://www.newsweek.com/two-year-anniversary-mueller-testimony-trumps-world-looks-very-different-1612374,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-07-24,www.newsweek.com,25
Ex-Trump Cybersecurity Head Krebs Sees Smilarities Between Vaccine and Election Misinformation,-4.0,44.67,https://www.newsweek.com/ex-trump-cybersecurity-head-krebs-sees-smilarities-between-vaccine-election-misinformation-1610816,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-07-18,www.newsweek.com,25
Marjorie Taylor Greene Claims Mitch McConnell 'Dirty Politics' at Work Against Herschel Walker,-6.0,43.67,https://www.newsweek.com/marjorie-taylor-greene-claims-mitch-mcconnell-dirty-politics-work-against-herschel-walker-1612797,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-07-24,www.newsweek.com,25
New Capitol Police Chief Supports Cops Speaking Out Following Tucker Carlson's Remarks,-5.67,45.0,https://www.newsweek.com/new-capitol-police-chief-supports-cops-speaking-out-following-tucker-carlsons-remarks-1612795,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-07-24,www.newsweek.com,25
Robocalls to 30M Americans on 'Do Not Call' Registry Lead to $1.6M Fine for N.J. Brothers,0.0,46.33,https://www.newsweek.com/robocalls-30m-americans-do-not-call-registry-lead-16m-fine-nj-brothers-1610812,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-07-18,www.newsweek.com,25
Lindsey Graham Suggests Senators Leave D.C. to Prevent Infrastructure Bill via Reconciliation,0.0,43.33,https://www.newsweek.com/lindsey-graham-suggests-senators-leave-dc-prevent-infrastructure-bill-via-reconciliation-1610815,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-07-18,www.newsweek.com,25
Ex-Surgeon General Jerome Adams Calls on CDC to Promote Masking Again,0.0,43.33,https://www.newsweek.com/ex-surgeon-general-jerome-adams-calls-cdc-promote-masking-again-1610799,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-07-18,www.newsweek.com,25
"One-Third of Voters Say They're 'Woke,' More Men Than Women: Poll",0.0,42.0,https://www.newsweek.com/one-third-voters-say-theyre-woke-more-men-women-poll-1610737,https://adfontesmedia.com/newsweek-bias-and-reliability/,2021-07-17,www.newsweek.com,25
University Of Alabama Coronavirus Outbreak,-1.67,48.33,https://www.newsy.com/stories/university-of-alabama-coronavirus-outbreak/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-25,www.newsy.com,25
CDC Now Says People Without COVID-19 Symptoms Don't Need Testing,-0.33,52.67,https://www.newsy.com/stories/cdc-people-without-covid-19-symptoms-don-t-need-testing/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-26,www.newsy.com,25
Critics Call RNC Citizenship Ceremony 'Hypocrisy On A Galactic Scale',-11.33,48.33,https://www.newsy.com/stories/critics-say-rnc-naturalization-ceremony-hypocritical/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-26,www.newsy.com,25
Pompeo Seeks Russian Poisoning Probe 'If Reports Prove Accurate',-1.6,52.8,https://www.newsy.com/stories/pompeo-seeks-poisoning-probe-if-reports-prove-accurate/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-26,www.newsy.com,25
College Campuses In 24 States Report COVID-19 Outbreaks,-4.0,44.33,https://www.newsy.com/stories/college-campuses-in-24-states-report-covid-19-outbreaks/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-26,www.newsy.com,25
Ohio Officer Suspended After Fatally Shooting Unarmed Black Man,0.0,47.0,https://www.newsy.com/stories/ohio-officer-suspended-after-fatally-shooting-black-man/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-12-23,www.newsy.com,25
Should Athletes Get Preferential Turnaround Times For COVID-19 Tests?,-1.0,36.0,https://www.newsy.com/stories/pro-athletes-get-preferential-testing-access-is-it-fair/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-26,www.newsy.com,25
"Report Says Social Security, Medicare Funds Are Quickly Dwindling",0.0,46.67,https://www.newsy.com/stories/report-says-social-security-medicare-funds-are-dwindling/,https://adfontesmedia.com/newsy-bias-and-reliability/,2019-04-23,www.newsy.com,25
Laura Weakens As It Moves Inland,0.33,47.33,https://www.newsy.com/stories/laura-weakens-as-it-moves-inland/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-27,www.newsy.com,25
Iran Agrees To Allow Access To Suspected Nuclear Sites,0.0,48.33,https://www.newsy.com/stories/iran-agrees-to-allow-access-to-suspected-nuclear-sites/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-26,www.newsy.com,25
"Hong Kong Police Arrest 16, Including 2 Pro-Democracy Lawmakers",-2.0,43.0,https://www.newsy.com/stories/hong-kong-police-arrest-2-pro-democracy-lawmakers/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-26,www.newsy.com,25
Navy Ship Fire Now Believed To Be Arson,0.0,50.0,https://www.newsy.com/stories/navy-ship-fire-now-believed-to-be-arson/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-27,www.newsy.com,25
Vice President Pence Speaks At Republican National Convention,-0.5,44.75,https://www.newsy.com/stories/vice-president-pence-speaks-at-rnc/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-26,www.newsy.com,25
Christchurch Mosque Shooter Sentenced To Life Without Parole,-0.25,51.5,https://www.newsy.com/stories/new-zealand-mosque-shooter-to-spend-life-in-prison/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-27,www.newsy.com,25
"Patients Suffering 'COVID Brain' Experience Forgetfulness, Strokes",0.0,49.67,https://www.newsy.com/stories/patients-suffering-covid-brain-seek-neuro-clinic-help/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-25,www.newsy.com,25
"Kenosha, Wisconsin, Saw Third Night Of Protests After Police Shooting",-6.0,46.67,https://www.newsy.com/stories/kenosha-wisconsin-saw-third-night-of-protests-after-police-shooting/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-26,www.newsy.com,25
Falwell Officially Resigns From University Over Personal Scandals,-4.67,42.0,https://www.newsy.com/stories/jerry-falwell-resigns-from-university-over-personal-scandals/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-26,www.newsy.com,25
"No Evidence Of Foreign Tampering Of Mail-In Voting, Officials Say",-3.0,51.0,https://www.newsy.com/stories/no-foreign-tampering-of-mail-in-ballots-officials-say/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-27,www.newsy.com,25
TikTok's CEO Has Resigned,-1.0,46.5,https://www.newsy.com/stories/tiktok-s-ceo-has-resigned/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-27,www.newsy.com,25
"Biotech Company Working On Coronavirus Antibody Detection Patch, Beads",-0.67,44.67,https://www.newsy.com/stories/biotech-company-working-on-antibody-detection-patch-beads/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-25,www.newsy.com,25
Minneapolis Mayor Declares State Of Emergency Amid Unrest,0.33,51.33,https://www.newsy.com/stories/minneapolis-mayor-declares-state-of-emergency-amid-unrest/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-27,www.newsy.com,25
Texas Prepares For Hurricane Laura To Make Landfall,1.33,51.0,https://www.newsy.com/stories/texas-prepares-for-hurricane-laura-landfall/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-25,www.newsy.com,25
COVID-19 Moves College Campaigning Online,-4.67,48.33,https://www.newsy.com/stories/college-campaigning-moves-online/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-26,www.newsy.com,25
FDA Chief Admits To Overstating Plasma Treatment Benefits,-5.0,44.33,https://www.newsy.com/stories/fda-chief-admits-to-overstating-plasma-treatment-benefits/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-25,www.newsy.com,25
Wisconsin Department Of Justice Says Kenosha Officer Fired 7 Shots,-1.75,51.0,https://www.newsy.com/stories/wi-department-of-justice-says-kenosha-officer-fired-7-shots/,https://adfontesmedia.com/newsy-bias-and-reliability/,2020-08-27,www.newsy.com,25
"Trenton police officer takes own life in Plainsboro parking lot, officials say",0.0,57.67,https://www.nj.com/middlesex/2020/07/trenton-police-officer-takes-own-life-in-plainsboro-parking-lot-officials-say.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2020-07-29,www.nj.com,25
"3 police officers hurt, 1 critically, when stolen vehicle crashes into patrol car during pursuit, officials say",-1.33,56.33,https://www.nj.com/mercer/2020/07/3-police-officers-hurt-1-critically-when-stolen-vehicle-crashes-into-patrol-car-during-pursuit-officials-say.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2020-07-29,www.nj.com,25
"For N.J. school districts seeking to go all-remote, you better have a good reason, Murphy warns",0.0,42.0,https://www.nj.com/education/2020/08/for-nj-school-districts-seeking-to-go-all-remote-you-better-have-a-good-reason-murphy-warns.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2020-08-19,www.nj.com,25
"2 children sexually assaulted while attending backyard party, authorities say",2.0,47.0,https://www.nj.com/somerset/2020/08/2-children-sexually-assaulted-while-attending-backyard-party-authorities-say.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2020-08-19,www.nj.com,25
DNC 2020: Harris speaks alongside other Democratic groundbreakers,-7.67,44.33,https://www.nj.com/politics/2020/08/dnc-2020-harris-speaks-alongside-other-democratic-groundbreakers.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2020-08-19,www.nj.com,25
N.J. gym says it reopened safely for 3 weeks but shut down again because laws aren’t clear,1.0,45.33,https://www.nj.com/coronavirus/2020/08/nj-gym-says-it-reopened-safely-for-3-weeks-but-shut-down-again-because-laws-arent-clear.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2020-08-19,www.nj.com,25
"More N.J. school districts announce plans to switch to all-remote classes. Here’s the latest list. (Aug. 19, 2020)",0.0,50.67,https://www.nj.com/education/2020/08/more-nj-school-districts-announce-switching-to-all-remote-classes-heres-the-latest-list-aug-19-2020.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2020-08-19,www.nj.com,25
"N.J. reports 455 new COVID-19 cases, 9 more deaths. Transmission rate increases again, to just below key mark.",0.0,53.75,https://www.nj.com/coronavirus/2020/09/nj-reports-455-new-covid-19-cases-9-more-deaths-transmission-rate-increases-again-is-just-below-key-mark.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2020-09-03,www.nj.com,25
Video reportedly shows Jersey Shore bar owned by town’s mayor not following COVID-19 rules,0.0,50.75,https://www.nj.com/cape-may-county/2020/09/video-reportedly-shows-jersey-shore-bar-owned-by-towns-mayor-not-following-covid-19-rules.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2020-09-02,www.nj.com,25
Mike Francesa crushes ‘brutal’ Jets after Broncos loss: ‘Bad and unlucky’,0.0,39.0,https://www.nj.com/jets/2020/10/mike-francesa-crushes-brutal-jets-after-broncos-loss-bad-and-unlucky.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2020-10-02,www.nj.com,25
EPA finalizes plan to clean up polluted groundwater near Wanaque Reservoir,-4.67,47.0,https://www.nj.com/passaic-county/2020/10/epa-finalizes-plan-to-clean-up-polluted-groundwater-near-wanaque-reservoir.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2020-10-02,www.nj.com,25
"Man accused of sexually assaulting sleeping women might have additional victims, police say",0.0,44.33,https://www.nj.com/news/2020/12/man-accused-of-sexually-assaulting-sleeping-women-might-have-additional-victims-police-say.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2020-12-30,www.nj.com,25
"N.J. man cut gas line to home while family of five slept inside, authorities say",0.0,50.33,https://www.nj.com/monmouth/2020/11/nj-man-cut-gas-line-to-home-while-family-of-five-slept-inside-authorities-say.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2020-11-16,www.nj.com,25
Ex-Yankees lefty David Wells blasts MLB for moving All-Star Game: I refuse to watch baseball anymore,-1.0,45.67,https://www.nj.com/yankees/2021/04/ex-yankees-lefty-david-wells-blasts-mlb-for-moving-all-star-game-i-refuse-to-watch-baseball-anymore.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2021-04-09,www.nj.com,25
Thank an N.J. teacher for your home’s high resale value | Letters,-5.0,28.33,https://www.nj.com/opinion/2021/04/thank-an-nj-teacher-for-your-homes-high-resale-value-letters.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2021-04-07,www.nj.com,25
"N.J. reports 45 COVID deaths, 3,578 cases as hospitalizations climb to 7-week high",0.0,49.33,https://www.nj.com/coronavirus/2021/04/nj-reports-45-covid-deaths-3578-cases-as-hospitalizations-climb-to-7-week-high.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2021-04-07,www.nj.com,25
"N.J. residents due more than $35M in 2017 tax refunds, IRS says",0.0,48.0,https://www.nj.com/news/2021/04/nj-residents-due-more-than-35m-in-2017-tax-refunds-irs-says.html,https://adfontesmedia.com/nj-com-bias-and-reliability/,2021-04-07,www.nj.com,25
